iter	MultiClass
0	1.327442638
1	1.268827803
2	1.226215201
3	1.18021521
4	1.136056665
5	1.093300924
6	1.055519628
7	1.020440574
8	0.9888927351
9	0.9577020025
10	0.930535325
11	0.9005332962
12	0.8729813756
13	0.8478179764
14	0.8239952932
15	0.7990265536
16	0.7802524747
17	0.7562682204
18	0.7361849649
19	0.7173671945
20	0.6976892956
21	0.6805205452
22	0.6629515294
23	0.6461595207
24	0.6323316342
25	0.6170148828
26	0.6021331537
27	0.5872576278
28	0.5726592385
29	0.5605797302
30	0.5478292523
31	0.535968976
32	0.5240728524
33	0.513880115
34	0.503000867
35	0.4929568636
36	0.4841889334
37	0.474999429
38	0.4653248616
39	0.4559076951
40	0.4466804928
41	0.4378821767
42	0.4292688242
43	0.4211143326
44	0.4129813917
45	0.4056445697
46	0.3981095393
47	0.3920722494
48	0.3857060763
49	0.37921135
50	0.3723425229
51	0.3656705559
52	0.3589446801
53	0.3525939792
54	0.3460854869
55	0.3402771756
56	0.3351027922
57	0.3289668372
58	0.3236076395
59	0.3188869615
60	0.3143347915
61	0.3092969675
62	0.304822356
63	0.3004399771
64	0.2957311364
65	0.2911776453
66	0.2869892625
67	0.2826470728
68	0.2794854253
69	0.2759946626
70	0.2723373169
71	0.2684143887
72	0.2651409601
73	0.2618864484
74	0.2584877632
75	0.254831881
76	0.2512175659
77	0.2478583579
78	0.2448226668
79	0.2414920131
80	0.2383514773
81	0.2355297968
82	0.2328443281
83	0.2302975223
84	0.2275359642
85	0.2251819704
86	0.2226551934
87	0.2205955164
88	0.2180200952
89	0.2158402563
90	0.2132997143
91	0.2110396529
92	0.2088427731
93	0.2068489111
94	0.2045014758
95	0.2020328172
96	0.199985809
97	0.1977674438
98	0.1959016736
99	0.1937407165
100	0.1917247587
101	0.1896988429
102	0.1875665535
103	0.186032318
104	0.1842778326
105	0.1823571204
106	0.1809790589
107	0.1790959908
108	0.1774632761
109	0.1758832924
110	0.174331658
111	0.1730144279
112	0.1715880518
113	0.1701980078
114	0.1688818529
115	0.167529683
116	0.1661195394
117	0.1647210032
118	0.1631906841
119	0.1617273605
120	0.1603021078
121	0.1588685315
122	0.1576185416
123	0.1561063346
124	0.1549573565
125	0.1539599467
126	0.1527434101
127	0.151703578
128	0.1506037176
129	0.1494507476
130	0.1483131968
131	0.1471519088
132	0.146191571
133	0.1451620371
134	0.1438951752
135	0.1429349832
136	0.1416701552
137	0.1406499448
138	0.1397518013
139	0.1385730159
140	0.1375224448
141	0.136601893
142	0.1355397635
143	0.1344458806
144	0.133680843
145	0.1330164114
146	0.1320607756
147	0.1312282988
148	0.1301226897
149	0.1293955873
150	0.1285194492
151	0.1276207274
152	0.1268101664
153	0.1259927084
154	0.1251628712
155	0.1244411112
156	0.1235591687
157	0.1227068171
158	0.1219974119
159	0.1211486733
160	0.1204303837
161	0.1196489674
162	0.1190446291
163	0.118233534
164	0.1176803054
165	0.1167964662
166	0.1160467972
167	0.1152452399
168	0.1143099827
169	0.1136896693
170	0.1129244978
171	0.1123035735
172	0.1117718145
173	0.1109485788
174	0.1102494042
175	0.1097538105
176	0.1091414454
177	0.1085010435
178	0.1076799478
179	0.1070482552
180	0.1066358327
181	0.1060857317
182	0.1055836747
183	0.1050900196
184	0.1045926937
185	0.1040490426
186	0.1036127238
187	0.1031719726
188	0.1026442986
189	0.1020404758
190	0.101482918
191	0.1009779054
192	0.1004509727
193	0.1000337726
194	0.09937876504
195	0.09892473491
196	0.09850717108
197	0.09806337198
198	0.09766265707
199	0.09723347495
200	0.09684100894
201	0.09647582565
202	0.09612237251
203	0.09566353024
204	0.09512395005
205	0.09463360212
206	0.09414964938
207	0.09361240959
208	0.09309292353
209	0.09267190226
210	0.09236618915
211	0.09197246418
212	0.09159141541
213	0.09114177204
214	0.09089887493
215	0.09052463134
216	0.08998911472
217	0.08960032531
218	0.08927052092
219	0.08891208867
220	0.08850635624
221	0.08816509744
222	0.08784843875
223	0.08738163741
224	0.08689067179
225	0.08650640397
226	0.08627785189
227	0.08591766804
228	0.08555886629
229	0.08522340095
230	0.0848187531
231	0.08450934186
