iter	Passed	Remaining
1664	51839	10430
1665	51872	10399
1666	51904	10368
1667	51938	10337
1668	51969	10306
1669	52001	10275
1670	52033	10244
1671	52065	10213
1672	52097	10182
1673	52129	10151
1674	52160	10120
1675	52192	10089
1676	52224	10058
1677	52256	10027
1678	52287	9996
1679	52320	9965
1680	52352	9934
1681	52384	9903
1682	52416	9872
1683	52448	9841
1684	52479	9810
1685	52513	9780
1686	52544	9748
1687	52576	9717
1688	52608	9686
1689	52639	9655
1690	52670	9624
1691	52705	9594
1692	52737	9563
1693	52769	9532
1694	52800	9501
1695	52830	9469
1696	52859	9438
1697	52888	9406
1698	52916	9374
1699	52945	9343
1700	52976	9312
1701	53008	9281
1702	53037	9249
1703	53068	9218
1704	53100	9187
1705	53132	9156
1706	53163	9125
1707	53195	9094
1708	53228	9063
1709	53259	9032
1710	53291	9001
1711	53323	8970
1712	53355	8939
1713	53386	8908
1714	53418	8877
1715	53450	8846
1716	53482	8815
1717	53515	8784
1718	53547	8753
1719	53578	8722
1720	53610	8691
1721	53642	8660
1722	53674	8628
1723	53706	8597
1724	53735	8566
1725	53766	8535
1726	53794	8503
1727	53824	8472
1728	53853	8440
1729	53882	8409
1730	53911	8377
1731	53939	8346
1732	53970	8315
1733	54003	8284
1734	54035	8253
1735	54067	8222
1736	54099	8191
1737	54131	8160
1738	54163	8129
1739	54194	8098
1740	54224	8066
1741	54254	8035
1742	54285	8004
1743	54313	7972
1744	54343	7941
1745	54371	7909
1746	54402	7878
1747	54431	7847
1748	54460	7815
1749	54490	7784
1750	54520	7753
1751	54548	7721
1752	54578	7690
1753	54609	7659
1754	54638	7627
1755	54664	7595
1756	54694	7564
1757	54722	7532
1758	54754	7501
1759	54786	7470
1760	54818	7439
1761	54851	7408
1762	54882	7377
1763	54914	7346
1764	54946	7315
1765	54978	7284
1766	55009	7253
1767	55040	7222
1768	55073	7191
1769	55105	7160
1770	55137	7129
1771	55169	7098
1772	55201	7067
1773	55233	7036
1774	55265	7005
1775	55296	6974
1776	55328	6943
1777	55361	6912
1778	55393	6881
1779	55426	6850
1780	55459	6819
1781	55492	6788
1782	55523	6757
1783	55555	6726
1784	55585	6695
1785	55616	6663
1786	55646	6632
1787	55677	6601
1788	55710	6570
1789	55743	6539
1790	55781	6509
1791	55814	6478
1792	55848	6447
1793	55882	6416
1794	55916	6385
1795	55949	6355
1796	55981	6324
1797	56014	6293
1798	56047	6262
1799	56080	6231
1800	56112	6200
1801	56145	6169
1802	56178	6138
1803	56211	6107
1804	56244	6076
1805	56275	6045
1806	56308	6014
1807	56341	5983
1808	56372	5952
1809	56405	5921
1810	56436	5889
1811	56468	5858
1812	56500	5827
1813	56534	5796
1814	56565	5765
1815	56598	5734
1816	56626	5703
1817	56656	5671
1818	56686	5640
1819	56716	5609
1820	56743	5577
1821	56773	5546
1822	56803	5515
1823	56833	5483
1824	56864	5452
1825	56892	5421
1826	56923	5390
1827	56952	5358
1828	56981	5327
1829	57011	5296
1830	57039	5264
1831	57069	5233
1832	57100	5202
1833	57128	5170
1834	57158	5139
1835	57188	5108
1836	57220	5077
1837	57251	5046
1838	57280	5014
1839	57312	4983
1840	57344	4952
1841	57376	4921
1842	57406	4890
1843	57438	4859
1844	57466	4827
1845	57498	4796
1846	57526	4765
1847	57559	4734
1848	57586	4702
1849	57616	4671
1850	57645	4640
1851	57676	4609
1852	57704	4577
1853	57735	4546
1854	57765	4515
1855	57796	4484
1856	57823	4452
1857	57853	4421
1858	57884	4390
1859	57914	4359
1860	57943	4327
1861	57972	4296
1862	58000	4265
1863	58030	4233
1864	58059	4202
1865	58089	4171
1866	58116	4140
1867	58146	4108
1868	58174	4077
1869	58204	4046
1870	58235	4015
1871	58269	3984
1872	58301	3953
1873	58333	3922
1874	58364	3890
1875	58396	3859
1876	58429	3828
1877	58461	3797
1878	58494	3766
1879	58526	3735
1880	58558	3704
1881	58591	3673
1882	58622	3642
1883	58654	3611
1884	58686	3580
1885	58718	3549
1886	58750	3518
1887	58782	3487
1888	58813	3455
1889	58846	3424
1890	58879	3393
1891	58910	3362
1892	58943	3331
1893	58974	3300
1894	59013	3269
1895	59046	3238
1896	59078	3207
1897	59109	3176
1898	59142	3145
1899	59174	3114
1900	59205	3083
1901	59238	3052
1902	59271	3021
1903	59303	2990
1904	59335	2959
1905	59366	2927
1906	59396	2896
1907	59427	2865
1908	59456	2834
1909	59486	2803
1910	59515	2771
1911	59545	2740
1912	59574	2709
1913	59604	2678
1914	59633	2646
1915	59663	2615
1916	59691	2584
1917	59719	2553
1918	59748	2521
1919	59777	2490
1920	59807	2459
1921	59836	2428
1922	59865	2397
1923	59893	2365
1924	59922	2334
1925	59952	2303
1926	59980	2272
1927	60009	2241
1928	60039	2209
1929	60069	2178
1930	60104	2147
1931	60132	2116
1932	60161	2085
1933	60189	2054
1934	60220	2022
1935	60248	1991
1936	60277	1960
1937	60306	1929
1938	60335	1898
1939	60365	1866
1940	60394	1835
1941	60423	1804
1942	60453	1773
1943	60486	1742
1944	60518	1711
1945	60549	1680
1946	60582	1649
1947	60614	1618
1948	60646	1586
1949	60678	1555
1950	60712	1524
1951	60744	1493
1952	60777	1462
1953	60808	1431
1954	60836	1400
1955	60866	1369
1956	60895	1338
1957	60924	1306
1958	60953	1275
1959	60980	1244
1960	61008	1213
1961	61038	1182
1962	61066	1151
1963	61096	1119
1964	61125	1088
1965	61154	1057
1966	61184	1026
1967	61215	995
1968	61246	964
1969	61279	933
1970	61311	902
1971	61343	871
1972	61376	839
1973	61407	808
1974	61440	777
1975	61473	746
1976	61505	715
1977	61537	684
1978	61569	653
1979	61601	622
1980	61633	591
1981	61666	560
1982	61698	528
1983	61729	497
1984	61761	466
1985	61792	435
1986	61825	404
1987	61856	373
1988	61888	342
1989	61919	311
1990	61952	280
1991	61984	248
1992	62015	217
1993	62047	186
1994	62078	155
1995	62111	124
1996	62143	93
1997	62176	62
1998	62207	31
1999	62239	0
